ID,Age,Sex,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
1178,28,B,3,71,90405,1,3.3,2,149,1,1,1,0,1
1179,33,A,7,14,94025,1,0.4,2,98,0,0,1,0,0
1180,36,A,11,98,90291,3,1.2,3,0,1,0,0,1,0
1181,42,B,17,90,90504,1,0.1,2,0,0,0,0,1,0
1182,25,B,0,65,90095,4,0.2,1,0,1,0,0,0,0
1183,28,A,2,19,94720,4,0.4,1,0,0,0,1,1,0
1184,50,B,25,35,94105,3,1.7,2,0,0,0,1,1,0
1185,34,A,9,71,90041,4,1.3,1,0,0,0,1,0,0
1186,43,A,19,31,94025,3,0.5,1,0,0,0,0,0,0
1187,62,B,38,43,94928,4,1.2,2,0,0,0,1,0,0
1188,61,A,36,24,94309,1,1.5,2,87,1,0,0,0,0
1189,45,A,19,58,94305,2,0.4,3,0,1,0,0,1,0
1190,42,A,17,115,92717,2,0.4,1,0,0,0,1,0,0
1191,39,B,15,168,93117,2,8,1,152,1,0,0,0,0
1192,29,B,5,128,94111,1,1.5,1,0,0,0,1,1,0
1193,45,A,20,138,92870,1,7,1,0,0,0,0,1,0
1194,58,B,32,81,92121,3,1.7,2,0,0,0,1,1,0
1195,29,B,3,41,94305,4,1.3,3,0,0,0,1,0,0
1196,32,A,7,123,92407,2,2.9,2,0,0,0,1,0,1
1197,37,B,13,71,94609,2,2.7,1,94,0,0,1,0,0
1198,48,B,23,8,92866,1,0.4,3,0,0,0,0,1,0
1199,40,B,14,42,94801,2,0.7,1,101,0,0,1,0,0
1200,29,B,4,62,92064,2,2.5,1,184,0,0,1,0,0
1201,36,A,12,22,92507,4,1,1,91,1,0,1,0,0
1202,35,A,8,38,95060,4,1,2,0,0,0,1,0,0
1203,35,B,11,24,95521,4,0.4,2,0,0,0,0,0,0
1204,62,B,37,50,91311,3,2.4,1,0,0,0,1,0,0
1205,26,B,1,190,91604,4,1.3,2,197,0,0,1,0,1
1206,32,B,7,94,91361,2,3.1,1,0,0,0,1,0,0
1207,63,A,37,165,95035,4,5.1,3,0,0,0,0,0,1
1208,38,A,12,43,94301,4,1.2,2,0,0,0,0,1,0
1209,50,B,26,48,91711,1,1.6,2,0,0,0,0,1,0
1210,46,B,21,52,91304,3,2.7,2,228,0,0,0,1,0
1211,50,B,24,84,93943,4,4.9,1,0,0,0,1,0,0
1212,61,A,36,131,92407,1,0.9,1,0,0,0,1,0,0
1213,34,B,8,44,91101,4,0.2,1,0,0,0,0,0,0
1214,27,B,2,78,93943,4,0.2,1,87,0,0,0,0,0
1215,61,B,36,15,92521,4,0.4,2,0,0,0,0,0,0
1216,45,A,20,38,94550,4,1.9,3,144,0,0,1,1,0
1217,50,A,25,84,91107,1,1.3,3,0,1,0,1,0,0
1218,44,A,20,122,94305,1,0.3,1,0,0,0,1,0,0
1219,62,A,36,98,92122,2,2.8,1,0,0,0,0,0,0
1220,45,A,18,80,92407,3,2.67,2,0,0,0,0,0,0
1221,41,A,17,165,94143,2,8,1,0,0,0,1,0,0
1222,30,B,5,121,94132,2,3.3,1,0,0,0,0,1,0
1223,61,A,37,20,90011,3,0.4,2,94,0,0,0,0,0
1224,45,B,19,11,96150,1,0.2,1,91,0,0,0,0,0
1225,59,A,35,45,94920,1,1.8,3,0,0,0,1,0,0
1226,30,B,6,118,94534,2,2.8,2,0,0,0,0,0,1
1227,60,B,36,14,90089,2,0.3,1,109,0,0,1,1,0
1228,39,A,13,30,92122,3,0.2,2,0,0,0,0,0,0
1229,56,A,30,45,92870,1,0.2,1,98,0,0,0,0,0
1230,56,B,32,80,94596,3,2.67,1,0,0,0,1,0,0
1231,27,B,1,25,94920,4,0.3,2,0,0,0,1,1,0
1232,66,B,41,144,94306,1,2.5,1,0,1,1,1,1,0
1233,43,B,19,84,92646,4,0.2,3,297,0,0,1,0,0
1234,53,A,29,22,93943,2,0.4,1,0,0,0,1,0,0
1235,44,B,18,33,90405,3,1.5,1,0,0,0,1,1,0
1236,54,A,28,60,94110,4,2.6,3,0,0,0,0,0,0
1237,31,B,6,81,95762,4,2.2,2,116,0,0,1,0,0
1238,38,A,13,169,92093,1,6.8,3,0,0,1,1,1,1
1239,28,A,2,63,91116,2,1.6,3,0,0,0,1,0,0
1240,51,B,26,12,90245,2,0.7,3,109,0,0,1,1,0
1241,52,B,27,15,91320,4,0.8,1,101,0,0,0,0,0
1242,64,B,38,39,92120,1,0.5,3,0,1,1,1,1,0
1243,29,A,4,44,91380,4,2,2,0,0,0,1,0,0
1244,34,B,10,110,92697,1,4,1,0,0,0,1,0,0
1245,33,A,8,130,94720,3,6.3,2,99,0,0,0,1,1
1246,46,A,21,41,94025,1,1.4,3,128,0,0,1,0,0
1247,48,B,22,59,91775,1,1.4,3,241,0,0,1,0,0
1248,52,A,28,39,94606,2,0.8,1,0,0,0,1,0,0
1249,44,B,19,35,94305,4,0,2,0,0,0,1,0,0
1250,51,B,27,80,90032,1,2.6,2,0,0,0,1,1,0
1251,47,A,20,81,94301,1,2.67,2,0,0,0,1,0,0
1252,39,A,13,31,95120,2,0.8,3,0,0,0,0,0,0
1253,42,A,17,93,92182,4,1.9,3,0,0,0,0,0,0
1254,57,B,33,45,92346,4,1.5,1,204,0,0,1,0,0
1255,36,A,12,40,91101,2,0.6,3,0,0,0,1,1,0
1256,27,B,1,80,95354,2,1.6,3,185,0,0,1,1,0
1257,31,A,7,20,92115,1,0.4,3,0,0,0,1,0,0
1258,63,A,37,41,93014,1,0.5,3,0,0,0,0,1,0
1259,34,B,8,31,91203,1,0.3,1,104,0,0,1,1,0
1260,52,A,27,35,95616,4,0.2,2,0,0,0,1,0,0
1261,57,A,31,40,91107,3,1.4,3,137,0,0,1,1,0
1262,63,A,39,84,94901,1,1.8,3,0,0,0,0,0,0
1263,26,B,1,53,94720,2,1.6,3,0,0,0,1,0,0
1264,35,A,5,85,92870,4,4,3,0,0,0,1,0,0
1265,58,B,33,138,94546,2,3.9,1,0,0,0,1,0,0
1266,32,A,2,71,95014,2,1.75,3,108,0,0,0,0,0
1267,64,B,39,113,92121,1,0.8,3,0,0,0,0,1,0
1268,50,A,23,23,94720,2,1,2,0,1,0,0,0,0
1269,34,A,9,62,92677,3,2.3,1,0,0,0,0,0,0
1270,36,A,11,14,92673,4,0.2,3,100,0,0,1,1,0
1271,43,A,18,60,91311,2,2.2,3,0,0,0,0,1,0
1272,28,B,4,94,92115,3,0.8,1,236,0,0,1,0,0
1273,64,A,39,83,95616,3,1.8,2,0,0,0,1,0,0
1274,60,B,35,130,95741,3,6.3,3,437,0,1,1,1,1
1275,62,A,37,61,93117,4,1.7,1,0,0,0,0,0,0
1276,27,A,2,92,95616,2,3.1,1,178,0,0,1,0,0
1277,42,B,16,20,95351,2,0.8,3,117,0,0,1,1,0
1278,45,A,20,194,92110,2,8.8,1,428,0,0,0,0,0
1279,36,A,10,74,94305,1,2.5,1,0,0,0,0,1,0
1280,48,A,22,84,90024,2,0.4,3,145,0,0,0,0,0
1281,65,A,40,98,95064,3,1.8,2,333,0,0,0,0,0
1282,39,B,15,52,92093,3,2.33,1,0,0,0,1,0,0
1283,51,B,26,55,93955,1,1.3,2,236,0,0,0,1,0
1284,30,B,6,64,94305,4,3.4,1,117,0,0,0,0,0
1285,65,B,40,128,90740,1,2.5,1,162,0,0,1,0,0
1286,38,A,13,113,94720,4,1.7,2,0,0,0,0,1,1
1287,29,B,3,50,94010,3,1.1,2,0,0,0,0,1,0
1288,42,B,18,54,94010,4,2.2,2,0,0,0,0,0,0
1289,63,A,38,129,91326,1,0.9,1,366,0,0,1,0,0
1290,46,B,21,82,94523,4,0.4,1,0,0,0,0,0,0
1291,62,B,38,100,90277,4,1.7,2,0,0,0,1,0,0
1292,58,A,34,44,94111,4,2.2,1,0,1,0,0,0,0
1293,56,B,30,164,94610,4,0.5,2,234,0,1,1,1,1
1294,56,B,31,81,92373,2,3.7,1,121,0,0,1,1,0
1295,34,B,10,71,95003,1,0.1,1,257,0,0,1,1,0
1296,42,A,17,28,92866,1,0.5,3,90,0,0,0,0,0
1297,30,A,6,80,92399,3,1.5,1,219,0,0,1,0,0
1298,61,A,35,90,95814,4,1.9,2,0,0,0,1,0,0
1299,38,B,14,74,90274,1,3.6,2,0,0,0,1,1,0
1300,50,B,25,14,95762,2,0.7,3,0,1,0,1,0,0
1301,61,A,36,23,91754,2,0.5,2,103,0,0,1,0,0
1302,41,B,17,153,92121,1,1.7,1,337,0,0,0,1,0
1303,42,B,16,38,94087,3,0.9,3,0,0,0,0,0,0
1304,29,B,5,112,94720,2,2,2,382,1,0,0,0,0
1305,51,A,26,145,90025,1,8.1,1,397,0,0,0,1,0
1306,32,B,6,28,94025,2,0.3,2,88,0,0,1,0,0
1307,34,B,9,31,94115,4,1.1,3,0,0,0,1,1,0
1308,26,B,2,195,94546,1,6.33,1,0,0,0,1,1,0
1309,54,A,24,50,92037,3,2,3,0,0,0,1,1,0
1310,38,A,14,71,95136,4,2,3,0,0,0,0,0,0
1311,62,A,36,21,95616,3,0.3,3,0,0,0,0,0,0
1312,37,A,11,35,90044,2,0.8,3,125,0,0,0,0,0
1313,46,A,21,42,92691,1,2.4,1,0,0,0,1,1,0
1314,52,B,27,78,92008,4,3.6,3,141,0,0,1,0,0
1315,32,A,6,73,94305,4,2.2,2,0,0,0,0,0,0
1316,49,B,25,53,95134,2,1,3,181,0,0,0,0,0
1317,28,A,3,51,94086,2,1.6,3,123,0,0,0,0,0
1318,55,B,30,40,95521,2,2.3,3,0,0,0,1,0,0
1319,52,B,26,178,94234,1,1,1,0,0,0,0,0,0
1320,32,B,6,35,94005,2,0.3,1,0,0,0,0,1,0
1321,31,B,7,192,90250,1,0,2,0,0,0,1,0,1
1322,27,B,3,123,95138,1,5.4,1,0,0,0,0,0,0
1323,32,B,5,48,94022,2,1.67,2,0,1,1,1,1,0
1324,52,A,26,45,91604,3,0.6,2,0,0,0,0,0,0
1325,52,B,28,15,95064,1,0.2,1,0,0,0,1,0,0
1326,50,A,24,79,94304,1,0.3,1,120,0,0,1,0,0
1327,32,A,5,63,90024,4,2,2,0,1,0,1,0,0
1328,61,A,35,30,94720,2,0.2,3,0,0,0,1,0,0
1329,60,B,36,145,95616,4,6.9,1,380,0,0,0,1,1
1330,28,A,4,32,90095,3,1,2,0,0,0,0,0,0
1331,34,A,9,64,92346,2,0.1,1,224,0,0,1,1,0
1332,31,B,7,84,92692,1,0.1,1,0,0,0,1,0,0
1333,31,B,5,21,94309,1,0.4,2,0,0,0,1,0,0
1334,62,A,38,99,95014,4,1.7,2,0,0,0,1,0,0
1335,47,B,22,35,94304,2,1.3,1,0,0,0,1,0,0
1336,50,B,24,180,94539,1,1.7,1,0,0,0,1,1,0
1337,36,B,12,42,93555,1,1.33,1,0,0,0,1,0,0
1338,26,A,0,179,92028,4,2.1,2,0,0,0,0,0,1
1339,51,B,27,42,90245,4,0.1,3,0,0,0,0,0,0
1340,52,B,25,180,94545,2,9,2,297,0,0,1,0,1
1341,35,A,11,82,94131,4,3.4,1,0,0,0,0,0,0
1342,42,A,16,55,91355,2,0.7,1,149,0,0,0,0,0
1343,36,B,12,79,90041,2,2.2,1,0,0,0,1,0,0
1344,41,A,17,48,92831,2,0.6,3,215,0,0,0,1,0
1345,49,B,25,93,93117,1,2.7,1,0,1,0,1,0,0
1346,57,A,32,23,92126,2,0.2,3,0,0,0,0,0,0
1347,44,B,20,50,95670,3,2.33,1,200,0,0,0,0,0
1348,60,A,34,85,91367,2,2,1,0,0,0,1,0,0
1349,38,B,14,35,95051,1,1.5,2,97,0,0,1,0,0
1350,26,B,2,171,93943,3,6,2,0,0,0,1,0,1
1351,29,A,2,29,90266,4,1.5,2,0,0,0,0,1,0
1352,59,B,35,84,94588,1,1.8,3,0,0,0,1,1,0
1353,51,A,27,20,90401,4,0.5,2,0,0,0,1,0,0
1354,50,A,25,14,94124,1,0.4,3,0,0,0,1,1,0
1355,35,A,10,179,91942,1,8.6,1,357,0,0,0,0,0
1356,61,A,37,48,91910,1,0.8,1,158,0,0,1,0,0
1357,42,B,16,74,90066,1,2.8,1,0,0,0,1,0,0
1358,55,A,29,53,95134,1,1.4,1,0,0,0,0,0,0
1359,50,A,25,83,92007,1,2.8,2,0,0,0,1,1,0
1360,64,B,40,171,90034,2,2.1,1,433,0,0,0,0,0
1361,54,A,28,85,92028,4,4.9,1,0,0,0,1,0,0
1362,50,B,26,38,95039,4,0.9,2,0,0,0,1,0,0
1363,31,A,5,85,92130,3,1.6,1,157,0,0,1,1,0
1364,32,A,8,79,92115,1,0.1,1,0,0,0,0,0,0
1365,44,A,19,69,92129,4,0.4,1,0,0,0,0,0,0
1366,60,A,35,43,94720,3,0.9,3,0,0,0,1,1,0
1367,60,A,34,33,91107,2,0.3,1,101,0,0,1,0,0
1368,62,A,38,42,95747,3,0.1,3,149,0,0,0,1,0
1369,46,B,21,40,94025,4,1.9,3,122,0,0,1,0,0
1370,57,B,33,43,91902,1,1.8,3,0,0,0,0,0,0
1371,30,A,5,20,94545,4,0.5,3,117,0,0,0,0,0
1372,58,B,32,65,95621,3,2.5,1,222,0,0,1,0,0
1373,39,A,13,139,95616,3,3.4,1,483,0,0,1,0,1
1374,60,A,35,135,92612,3,0.3,3,0,0,0,1,0,1
1375,59,A,34,84,94043,3,1.6,3,0,0,0,1,0,0
1376,50,A,26,179,92612,1,2.9,3,0,0,0,0,1,1
1377,63,B,39,45,92870,4,1.3,2,86,0,0,0,0,0
1378,27,A,3,109,93023,2,2.5,1,0,0,0,1,0,0
1379,54,A,29,34,93305,4,0.1,3,0,0,0,1,0,0
1380,62,A,37,162,95051,1,1.3,1,0,0,0,1,0,0
1381,60,B,34,105,92103,2,1.4,1,0,0,0,1,0,0
1382,38,A,12,22,91380,3,0.2,2,0,0,0,1,0,0
1383,34,B,8,82,91775,2,1.8,1,178,0,0,1,1,0
1384,65,A,41,105,95616,4,1.7,2,230,1,0,1,0,0
1385,55,A,31,62,91711,1,1.8,3,0,0,0,1,0,0
1386,57,B,31,82,95032,2,2,1,83,0,0,0,1,0
1387,27,A,3,72,95616,4,0,1,0,0,0,1,0,0
1388,35,B,10,38,95762,4,1.7,1,0,0,0,1,1,0
1389,52,B,28,25,90212,4,1,1,0,0,0,0,0,0
1390,45,A,15,20,94107,1,0.75,3,0,0,0,1,0,0
1391,29,B,3,80,94305,4,1.8,2,0,0,0,1,1,0
1392,44,B,18,84,91330,3,1.1,1,0,0,0,0,0,0
1393,47,A,23,33,90095,1,1,1,0,0,0,1,1,0
1394,62,A,37,55,95039,3,0.9,3,0,0,0,1,0,0
1395,52,A,27,33,90095,2,0.7,2,0,0,0,0,1,0
1396,47,A,23,190,92831,4,0.3,3,305,0,0,0,0,1
1397,42,B,18,43,91107,1,0.3,3,158,0,0,0,0,0
1398,65,A,41,45,95521,3,0.1,3,0,0,0,1,0,0
1399,42,A,18,141,93407,1,3.5,1,0,0,0,0,0,0
1400,40,A,16,69,92009,4,2.4,1,0,0,0,1,0,0
1401,32,B,8,78,90401,4,0.1,2,0,0,0,1,0,0
1402,40,A,15,84,94521,1,3.7,3,0,0,0,1,0,0
1403,55,B,29,172,95064,1,5.2,2,0,0,0,0,0,1
1404,32,B,6,51,93109,4,0.2,1,154,1,0,0,1,0
1405,58,A,28,75,92121,1,1.4,3,0,0,0,1,0,0
1406,46,A,22,183,91605,1,3.1,2,0,0,1,1,1,1
1407,53,A,23,20,92123,4,0.4,3,0,0,0,1,1,0
1408,63,A,39,101,94306,2,3.9,3,294,0,0,1,0,1
1409,40,B,14,129,90089,1,5.9,3,0,0,0,1,0,1
1410,41,A,17,63,90745,2,3.2,1,0,0,0,0,0,0
1411,60,A,35,44,92126,4,2.1,1,0,0,0,0,0,0
1412,65,A,39,184,91302,1,5.4,3,176,0,1,1,1,1
1413,59,A,33,100,95064,2,2,1,127,0,0,0,0,0
1414,48,A,24,12,90058,3,0.4,1,0,0,0,0,0,0
1415,59,A,33,68,94105,2,2.3,3,128,1,0,1,0,0
1416,33,B,8,48,94019,1,1,1,212,0,0,1,0,0
1417,40,B,15,82,93101,2,0.4,1,0,0,0,0,0,0
1418,42,A,18,52,94061,2,2.5,1,0,0,0,0,0,0
1419,65,A,41,154,92008,2,4.6,2,0,1,1,1,1,1
1420,30,A,4,39,91105,1,1.5,1,0,0,0,0,1,0
1421,30,A,4,40,91605,1,0.3,1,0,0,1,1,1,0
1422,42,B,17,54,94720,4,1.9,3,164,0,0,0,0,0
1423,32,B,8,32,94143,2,1,2,103,0,1,1,1,0
1424,55,A,30,64,90250,2,2.3,3,0,0,0,0,0,0
1425,29,A,3,92,94539,2,1.3,1,287,0,0,1,0,0
1426,64,B,38,40,91330,1,2.5,3,94,0,0,1,1,0
1427,37,A,11,60,96651,3,0.5,3,0,0,0,1,0,0
1428,31,A,5,85,95828,2,1.3,1,119,0,0,1,1,0
1429,25,A,-1,21,94583,4,0.4,1,90,0,0,1,0,0
1430,31,B,5,35,95064,1,0.6,3,171,0,0,0,0,0
1431,32,B,7,52,92660,2,0.1,1,0,0,0,1,0,0
1432,58,A,34,128,90058,1,7.4,1,0,0,0,0,0,0
1433,26,A,2,195,90245,1,6.33,1,0,0,0,0,0,0
1434,51,A,25,68,92647,2,1.5,2,117,0,0,0,1,0
1435,65,B,41,55,93106,2,1.1,1,0,0,0,0,0,0
1436,43,A,17,55,90266,1,0.2,1,0,0,0,1,0,0
1437,46,A,21,80,95054,4,0.4,1,0,0,0,1,1,0
1438,28,A,3,123,92007,1,0.8,1,146,0,0,0,0,0
1439,63,A,37,90,94105,4,1.9,2,106,1,0,1,0,0
1440,59,A,29,61,94025,1,1.4,3,0,0,0,0,0,0
1441,42,B,15,41,94610,3,2.5,2,0,0,0,1,0,0
1442,58,B,33,43,94720,2,1.6,3,0,0,0,1,0,0
1443,39,A,13,71,95822,3,0.1,1,162,1,0,1,0,0
1444,36,B,12,25,95051,4,1,1,0,0,0,1,0,0
1445,60,A,33,154,90740,1,3,2,0,1,1,1,0,1
1446,47,B,21,141,90095,1,2.4,1,0,0,0,0,0,0
1447,29,A,4,22,92661,2,0.9,3,110,0,0,0,0,0
1448,52,B,28,145,94131,2,6.8,1,0,0,0,1,0,0
1449,41,B,16,49,92122,3,0.5,3,0,0,0,1,0,0
1450,63,A,37,109,90740,1,2,1,0,0,0,1,0,0
1451,59,B,34,80,90086,3,0.5,1,0,0,0,1,1,0
1452,44,B,20,82,94555,4,1.4,2,201,0,0,1,1,0
1453,54,A,28,52,94102,4,2.5,1,0,0,0,1,0,0
1454,29,A,5,85,90232,3,2.5,1,0,0,0,1,1,0
1455,51,A,25,148,90024,1,1,1,0,0,0,0,0,0
1456,63,A,39,160,91330,2,2.1,1,0,0,0,0,1,0
1457,36,A,11,39,90095,4,1.7,1,0,0,0,1,0,0
1458,42,B,16,25,94304,2,0.8,3,0,0,0,0,1,0
1459,51,B,25,33,93033,1,1.4,3,0,0,0,1,1,0
1460,47,B,20,38,92115,3,2.5,2,0,0,0,0,0,0
1461,40,A,16,85,92677,4,0.2,3,0,0,0,1,1,0
1462,54,B,28,48,93022,1,0.2,1,0,0,0,1,0,0
1463,47,B,21,15,95207,4,0.6,3,77,0,0,1,0,0
1464,35,B,10,94,91343,1,0,1,174,0,0,1,0,0
1465,28,B,4,120,92333,2,0.6,1,0,0,0,1,0,0
1466,45,A,19,60,91911,1,0.7,3,159,0,0,1,0,0
1467,33,B,9,145,94303,2,4.33,1,277,0,0,0,1,0
1468,62,A,36,29,91107,2,0.7,3,0,0,0,0,0,0
1469,45,B,18,78,92129,3,2.67,2,0,0,0,1,0,0
1470,59,A,35,59,90005,4,1.2,2,0,0,0,1,0,0
1471,58,A,28,80,91116,2,4.5,3,0,0,0,0,1,0
1472,52,A,26,180,94305,1,1,1,0,0,0,1,1,0
1473,34,B,8,8,94710,3,0.1,2,83,0,0,1,0,0
1474,65,B,35,23,91711,1,1.5,3,0,0,0,1,0,0
1475,48,A,23,79,92124,2,3.8,3,0,0,0,1,0,0
1476,44,B,19,78,92064,2,3.8,3,268,0,0,0,0,0
1477,61,A,37,64,92028,1,0,2,0,0,0,0,1,0
1478,40,A,14,64,91320,4,0.2,3,0,0,0,1,1,0
1479,65,A,39,160,94803,4,3.8,1,237,0,0,1,0,1
1480,28,B,4,43,91304,1,1,3,102,0,0,0,0,0
1481,67,B,42,32,93943,1,1.1,3,0,0,0,0,1,0
1482,35,B,9,179,91125,2,0,1,76,1,0,1,0,0
1483,60,A,35,8,94143,1,0.1,1,0,0,0,1,0,0
1484,58,A,32,63,92717,1,1.6,1,0,1,0,1,0,0
1485,55,B,30,40,94126,2,2.3,3,0,1,0,1,0,0
1486,34,B,9,99,90245,4,2.2,2,155,0,0,1,0,0
1487,35,A,9,141,93022,2,4.5,2,0,0,0,0,0,1
1488,28,A,4,159,93907,1,1.5,1,0,0,0,1,1,0
1489,38,B,12,39,95825,2,0.3,1,174,0,0,1,0,0
1490,62,B,38,99,91604,4,1.7,2,0,0,0,0,0,0
1491,30,A,4,18,95020,4,0.3,2,0,0,0,1,1,0
1492,38,A,12,38,94553,2,0.3,1,0,0,0,1,1,0
1493,33,A,8,133,90024,1,0,1,0,0,0,1,0,0
1494,58,B,34,84,91380,2,2.8,1,0,0,0,1,1,0
1495,59,A,35,60,90089,1,0,2,0,0,0,1,1,0
1496,52,A,28,178,92647,3,5.4,3,147,0,0,1,0,1
1497,36,A,12,18,91330,1,0.5,3,0,0,0,0,1,0
1498,45,A,21,73,95020,1,0.8,3,0,0,0,1,0,0
1499,49,B,23,125,94022,1,7.3,1,0,0,0,0,0,0
1500,52,B,26,91,92173,1,4.3,2,0,0,1,1,1,1
1501,54,A,28,74,95014,2,1.1,1,0,0,0,1,0,0
1502,30,B,4,35,92130,2,0.3,2,0,1,0,0,1,0
1503,65,B,39,113,90036,1,2,1,0,0,0,1,1,0
1504,34,B,8,52,94720,4,2.2,2,0,0,0,0,0,0
1505,30,A,6,191,92028,2,4.4,2,0,0,0,1,0,1
1506,51,B,25,18,92109,1,0.3,3,93,0,0,0,1,0
1507,52,B,27,25,95138,2,0,1,0,0,0,1,1,0
1508,43,A,18,50,91006,4,1.9,3,0,0,0,0,0,0
1509,35,A,10,75,93940,4,0.7,3,0,0,0,1,1,0
1510,56,B,26,92,92647,2,4.5,3,0,1,0,0,1,0
1511,57,A,32,33,95747,2,2,2,0,0,0,1,0,0
1512,58,A,32,65,90266,3,2.2,3,0,0,0,0,0,0
1513,53,B,28,44,91604,3,1.7,1,0,0,0,0,0,0
1514,45,A,21,183,95211,2,1.4,1,354,0,0,0,0,0
1515,44,B,20,175,96150,2,1.4,1,0,0,0,1,1,0
1516,54,B,28,28,94305,4,1.5,3,0,0,0,1,1,0
1517,41,B,17,49,92130,4,2.2,2,0,0,0,0,0,0
1518,52,A,26,45,92697,4,1.8,1,0,0,0,1,0,0
1519,43,A,17,64,95053,4,3,3,221,0,0,1,0,1
1520,63,A,38,22,92115,3,0.1,3,90,0,0,1,0,0
1521,54,A,30,120,95039,1,7.4,1,119,0,0,1,1,0
1522,33,A,8,175,92354,2,6.7,1,102,0,0,1,0,0
1523,25,B,-1,101,94720,4,2.3,3,256,0,0,0,1,0
1524,41,A,16,104,92037,1,1,3,0,0,0,1,0,0
1525,40,A,16,155,94002,4,0.1,3,0,0,1,1,1,1
1526,43,B,18,58,95747,1,2.4,1,0,0,0,0,0,0
1527,36,B,10,80,94608,4,2.2,2,0,0,0,1,0,0
1528,57,A,33,45,94117,1,1.8,3,195,0,0,0,0,0
1529,34,B,9,134,94550,1,4.6,1,164,1,0,1,0,0
1530,38,A,14,58,91709,4,2,3,153,1,0,0,0,0
1531,47,A,21,20,94066,1,0.2,1,0,0,0,1,1,0
1532,39,B,13,25,90304,4,1.5,3,0,0,0,1,0,0
1533,45,B,20,55,94588,1,0.3,1,0,0,0,1,1,0
1534,62,A,37,155,93943,1,1.3,1,0,0,0,0,0,0
1535,59,B,34,30,92084,1,1.3,1,0,0,0,1,1,0
1536,61,A,37,39,92096,4,0.4,1,0,0,0,1,1,0
1537,36,A,12,73,95617,4,2,3,188,0,0,1,0,0
1538,58,B,34,41,94608,4,1.3,1,0,0,0,1,0,0
1539,55,B,30,34,95820,4,0.1,3,157,0,0,1,0,0
1540,29,B,5,21,90601,3,0.9,3,119,0,0,0,0,0
1541,34,A,8,11,91320,4,0.3,1,0,1,1,1,1,0
1542,61,A,35,154,92704,2,6.9,1,0,0,0,0,0,0
1543,50,B,20,19,92612,4,0.4,3,0,0,0,0,0,0
1544,52,B,26,101,93407,2,2.4,2,0,0,0,1,0,0
1545,39,A,15,24,92123,1,1,1,116,0,0,1,1,0
1546,55,B,29,131,92675,2,2.7,1,0,1,0,0,0,0
1547,33,A,9,105,95136,1,4,1,0,0,0,1,0,0
1548,47,B,21,52,94720,1,1.2,2,194,0,0,0,0,0
1549,57,A,32,21,92037,4,0.9,2,113,1,0,0,0,0
1550,57,B,31,45,94305,3,1.4,1,198,0,0,1,0,0
1551,40,A,14,39,93117,1,2,1,0,0,0,1,0,0
1552,50,A,25,192,94115,2,2.8,1,238,0,0,0,1,0
1553,29,B,5,195,94301,1,4.3,1,0,0,0,0,0,0
1554,46,B,22,83,95616,3,0.7,1,0,0,0,0,0,0
1555,42,A,15,34,91302,3,1,2,0,1,0,1,0,0
1556,59,A,33,49,93009,4,1.7,2,104,0,0,1,0,0
1557,31,B,1,60,94143,4,4,3,244,0,0,0,0,0
1558,51,B,25,41,94939,4,1.8,1,0,0,0,0,0,0
1559,35,A,10,72,91320,3,2.3,1,285,0,0,0,0,0
1560,59,B,35,102,92677,4,3,2,115,0,0,1,0,1
1561,35,A,10,31,95605,3,1.3,1,0,0,0,0,0,0
1562,46,B,20,73,93106,1,1.5,2,128,0,0,1,0,0
1563,34,A,9,89,91763,1,0,1,0,0,0,1,0,0
1564,55,A,29,19,92109,4,0.7,3,121,1,0,0,1,0
1565,64,A,40,63,94706,4,1.2,2,0,0,0,1,0,0
1566,34,A,9,104,95758,3,1.2,3,0,0,0,1,0,0
1567,61,B,35,40,95064,1,0.8,2,128,0,0,1,0,0
1568,63,A,39,92,94710,2,0,3,0,0,0,1,0,0
1569,59,A,33,72,92350,2,0.7,2,226,0,0,0,0,0
1570,51,A,27,44,94305,3,1.9,2,141,0,0,0,0,0
1571,41,B,16,114,94705,4,3.5,1,0,0,0,0,1,1
1572,37,A,13,73,95758,4,2.4,1,0,0,0,0,0,0
1573,64,B,40,63,91711,4,1.2,2,0,1,0,0,1,0
1574,44,A,20,69,92028,1,0.8,3,184,0,1,1,1,0
1575,62,A,37,42,92106,3,1.5,1,0,0,0,1,0,0
1576,50,A,26,88,90037,1,2.7,1,0,0,0,1,0,0
1577,43,A,18,98,92131,2,0.4,1,0,0,0,1,0,0
1578,34,B,8,65,92093,1,3,1,227,0,0,1,0,1
1579,38,B,13,12,94143,2,0.3,2,104,1,0,1,0,0
1580,29,B,5,122,94305,4,3,1,0,0,0,0,1,1
1581,39,B,14,12,92093,2,0,3,0,0,0,0,0,0
1582,53,B,29,24,94105,2,0.2,1,0,0,0,0,1,0
1583,43,A,19,170,92037,4,4.25,1,318,0,1,1,1,1
1584,61,A,36,184,92028,4,2.3,2,342,0,1,1,1,1
1585,46,A,20,25,93401,4,0.6,3,125,0,0,0,0,0
1586,57,A,31,131,90502,2,2.7,1,0,0,0,0,0,0
1587,59,A,33,50,94122,2,2.3,3,0,0,0,0,1,0
1588,52,A,28,21,94035,2,0.4,1,0,1,0,1,0,0
1589,29,B,3,55,95616,3,1.1,2,0,0,0,1,0,0
1590,57,B,32,124,90049,1,0.2,2,0,0,0,1,0,1
